numid,full name,old scientific,genus,species,common,id notes,checked by,,,,,,,,,,,,,,,,,,
42,Psychotria carthaginensis,Psychotria carthaginensis,Psychotria,carthaginensis,NA,,AK,,,,,,,,,,,,,,,,,,
42,Chrysophyllum lucentifolium,Chrysophyllum lucentifolium,Chrysophyllum,lucentifolium,NA,,AK,,,,,,,,,,,,,,,,,,
42,Chrysophyllum prieurii,Chrysophyllum prieurii,Chrysophyllum,prieurii,NA,,AK,,,,,,,,,,,,,,,,,,
42,Solanum sp.,Solanum sp.,Solanum,sp.,NA,removed period from genus,AK,,,,,,,,,,,,,,,,,,
43,Dieffenbachia longispatha,Dieffenbachia longispatha,Dieffenbachia,longispatha,NA,,AK,,,,,,,,,,,,,,,,,,
43,Ipomoea trifida,Ipomoea trifida,Ipomoea,trifida,NA,,AK,,,,,,,,,,,,,,,,,,
43,Ficus glabratand,Ficus glabratand,Ficus,glabratand,NA,,AK,,,,,,,,,,,,,,,,,,
43,Cecropia,Cecropia,Cecropia,Cecropia,NA,,AK,,,,,,,,,,,,,,,,,,
43,Solanum ochraceoferrugineum,Solanum ochraceoferrugineum,Solanum,ochraceoferrugineum,NA,,AK,,,,,,,,,,,,,,,,,,
43,Passiflora foetida,Passiflora foetida,Passiflora,foetida,NA,,AK,,,,,,,,,,,,,,,,,,
43,Artocarpus altilis,Artocarpus altilis,Artocarpus,altilis,NA,,AK,,,,,,,,,,,,,,,,,,
43,Spondias mombin,Spondias mombin,Spondias,mombin,NA,,AK,,,,,,,,,,,,,,,,,,
43,Ceiba pentandra,Ceiba pentandra,Ceiba,pentandra,NA,,AK,,,,,,,,,,,,,,,,,,
43,Miconia sp.,Miconia sp.,Miconia.,sp.,NA,,AK,,,,,,,,,,,,,,,,,,
43,Eichhornia crassipe,Eichhornia crassipe,Eichhornia,crassipe,NA,,AK,,,,,,,,,,,,,,,,,,
44,Plocama pendula,Plocama pendula,Plocama,pendula,NA,,AK,,,,,,,,,,,,,,,,,,
45,Ziziphus cinnamomum,Ziziphus cinnamomum,Ziziphus,cinnamomum,NA,,AK,,,,,,,,,,,,,,,,,,
46,Alepis flavida,Alepis flavida,Alepis,flavida,NA,,AK,,,,,,,,,,,,,,,,,,
46,Peraxilla colensoi,Peraxilla colensoi,Peraxilla,colensoi,NA,,AK,,,,,,,,,,,,,,,,,,
46,Peraxilla tetrapetala,Peraxilla tetrapetala,Peraxilla,tetrapetala,NA,,AK,,,,,,,,,,,,,,,,,,
46,Ileostylus micranthus,Ileostylus micranthus,Ileostylus,micranthus,NA,,AK,,,,,,,,,,,,,,,,,,
46,Tupeia antarctica,Tupeia antarctica,Tupeia,antarctica,NA,,AK,,,,,,,,,,,,,,,,,,
47,Nertera granadensis,Nertera granadensis,Nertera,granadensis,NA,,AK,,,,,,,,,,,,,,,,,,
48,Miconia cinnamomifolia,Miconia cinnamomifolia,Miconia,cinnamomifolia,NA,,AK,,,,,,,,,,,,,,,,,,
49,Ficus glabrata,Ficus glabrata,Ficus,glabrata,NA,,AK,,,,,,,,,,,,,,,,,,
50,Retama reatam,Retama reatam,Retama,reatam,NA,,AK,,,,,,,,,,,,,,,,,,
51,Opuntia rastrera,Opuntia rastrera,Opuntia,rastrera,NA,,AK,,,,,,,,,,,,,,,,,,
52,Stemmadenia donnell-smithii,Stemmadenia donnell-smithii,Stemmadenia,donnell-smithii,NA,removed smithii from genus,AK,,,,,,,,,,,,,,,,,,
53,Enterolobium cyclocarpum,Enterolobium cyclocarpum,Enterolobium,cyclocarpum,NA,,AK,,,,,,,,,,,,,,,,,,
54,Enterolobium cyclocarpum,Enterolobium cyclocarpum,Enterolobium,cyclocarpum,NA,,AK,,,,,,,,,,,,,,,,,,
55,Witheringia solanacea,Witheringia solanacea,Witheringia,solanacea,NA,,AK,,,,,,,,,,,,,,,,,,
56,Witheringia solanacea,Witheringia solanacea,Witheringia,solanacea,NA,,AK,,,,,,,,,,,,,,,,,,
57,Protorhus sp.,Protorhus sp.,Protorhus,sp.,NA,removed period from genus,AK,,,,,,,,,,,,,,,,,,
57,Chrysophyllum madagascariensis,Chrysophyllum madagascariensis,Chrysophyllum,madagascariensis,NA,,AK,,,,,,,,,,,,,,,,,,
57,Harungana madagascariensis,Harungana madagascariensis,Harungana,madagascariensis,NA,,AK,,,,,,,,,,,,,,,,,,
57,Cissus sp.,Cissus sp.,Cissus,sp.,NA,removed period from genus,AK,,,,,,,,,,,,,,,,,,
57,Eugenia sp.,Eugenia sp.,Eugenia,sp.,NA,removed period from genus,AK,,,,,,,,,,,,,,,,,,
58,Piper colonense,Piper colonense,Piper,colonense,NA,,AK,,,,,,,,,,,,,,,,,,
58,Piper peltatum,Piper peltatum,Piper,peltatum,NA,,AK,,,,,,,,,,,,,,,,,,
58,Piper reticulatum,Piper reticulatum,Piper,reticulatum,NA,,AK,,,,,,,,,,,,,,,,,,
58,Piper sancti-felicis,Piper sancti-felicis,Piper,sancti-felicis,NA,removed felicis from genus,AK,,,,,,,,,,,,,,,,,,
58,Piper silvivagum,Piper silvivagum,Piper,silvivagum,NA,,AK,,,,,,,,,,,,,,,,,,
59,Carpobrotus edulis,Carpobrotus edulis,Carpobrotus,edulis,NA,,AK,,,,,,,,,,,,,,,,,,
59,Carpobroutschilensis,Carpobroutschilensis,Carpobrotus ,chilensis,NA,split genus and species names,AK,,,,,,,,,,,,,,,,,,
60,Cleistopholis glauca,Cleistopholis glauca,Cleistopholis,glauca,NA,,AK,,,,,,,,,,,,,,,,,,
60,Cleitsopholis patens,Cleitsopholis patens,Cleitsopholis,patens,NA,,AK,,,,,,,,,,,,,,,,,,
60,Cleistoholis sp.,Cleistoholis sp.,Cleistoholis,sp.,NA,removed period from genus,AK,,,,,,,,,,,,,,,,,,
60,Polyalthia suaveolens,Polyalthia suaveolens,Polyalthia,suaveolens,NA,,AK,,,,,,,,,,,,,,,,,,
60,Xylopia rubescens,Xylopia rubescens,Xylopia,rubescens,NA,,AK,,,,,,,,,,,,,,,,,,
60,Rauwolfia macrocarpa,Rauwolfia macrocarpa,Rauwolfia,macrocarpa,NA,,AK,,,,,,,,,,,,,,,,,,
60,Eremosphatha macrocarpa,Eremosphatha macrocarpa,Eremosphatha,macrocarpa,NA,,AK,,,,,,,,,,,,,,,,,,
60,Lacosperma secundiflorum,Lacosperma secundiflorum,Lacosperma,secundiflorum,NA,,AK,,,,,,,,,,,,,,,,,,
60,Canarium schweinfurthii,Canarium schweinfurthii,Canarium,schweinfurthii,NA,,AK,,,,,,,,,,,,,,,,,,
60,Dacryodes edulis,Dacryodes edulis,Dacryodes,edulis,NA,,AK,,,,,,,,,,,,,,,,,,
60,Euphorbiaceae sp.,Euphorbiaceae sp.,Euphorbiaceae,sp.,NA,removed period from genus name,AK,,,,,,,,,,,,,,,,,,
60,Beilschmiedia sp.,Beilschmiedia sp.,Beilschmiedia,sp.,NA,removed period from genus name,AK,,,,,,,,,,,,,,,,,,
60,Trichilia heudelotii,Trichilia heudelotii,Trichilia,heudelotii,NA,,AK,,,,,,,,,,,,,,,,,,
60,Pycnanthus angolensis,Pycnanthus angolensis,Pycnanthus,angolensis,NA,,AK,,,,,,,,,,,,,,,,,,
60,Staudtia stipitata,Staudtia stipitata,Staudtia,stipitata,NA,,AK,,,,,,,,,,,,,,,,,,
60,Heisteria zimmeri,Heisteria zimmeri,Heisteria,zimmeri,NA,,AK,,,,,,,,,,,,,,,,,,
60,Maesopsis eminii,Maesopsis eminii,Maesopsis,eminii,NA,,AK,,,,,,,,,,,,,,,,,,
61,Lycopersicon esculentum,Lycopersicon esculentum,Lycopersicon,esculentum,NA,,AK,,,,,,,,,,,,,,,,,,
62,Acacia raddiana,Acacia raddiana,Acacia,raddiana,NA,,AK,,,,,,,,,,,,,,,,,,
62,Acacia tortilis,Acacia tortilis,Acacia,tortilis,NA,,AK,,,,,,,,,,,,,,,,,,
62,Acacia gerrardii,Acacia gerrardii,Acacia,gerrardii,NA,,AK,,,,,,,,,,,,,,,,,,
63,bilberry (Vaccinium myrtillus),Vaccinium myrtillus,Vaccinium,myrtillus,bilberry,,AK,,,,,,,,,,,,,,,,,,
64,Ficus microcarpa,Ficus microcarpa,Ficus,microcarpa,NA,,AK,,,,,,,,,,,,,,,,,,
65,Uvaria ovatat,Uvaria ovatat,Uvaria,ovatat,NA,,AK,,,,,,,,,,,,,,,,,,
65,Carissa edulis,Carissa edulis,Carissa,edulis,NA,,AK,,,,,,,,,,,,,,,,,,
65,Rauvolfia canescens,Rauvolfia canescens,Rauvolfia,canescens,NA,,AK,,,,,,,,,,,,,,,,,,
65,Ehretia cymosa,Ehretia cymosa,Ehretia,cymosa,NA,,AK,,,,,,,,,,,,,,,,,,
65,Capparis erythrocarpos,Capparis erythrocarpos,Capparis,erythrocarpos,NA,,AK,,,,,,,,,,,,,,,,,,
65,Byrsocarpus coccineus,Byrsocarpus coccineus,Byrsocarpus,coccineus,NA,,AK,,,,,,,,,,,,,,,,,,
65,Securinega virosa,Securinega virosa,Securinega,virosa,NA,,AK,,,,,,,,,,,,,,,,,,
65,Flacourtia flavescens,Flacourtia flavescens,Flacourtia,flavescens,NA,,AK,,,,,,,,,,,,,,,,,,
65,Hoslundia opposita,Hoslundia opposita,Hoslundia,opposita,NA,,AK,,,,,,,,,,,,,,,,,,
65,Azadirachta indica ,Azadirachta indica,Azadirachta,indica,NA,Nauclea latifolia was cut out and placed in a new row,AK,,,,,,,,,,,,,,,,,,
65,Nauclea latifolia,Nauclea latifolia,Nauclea,latifolia,NA,Added Nauclea latifolia to a new row because it was lumped with Azadirachta indica,AK,,,,,,,,,,,,,,,,,,
65,Clausena anisata,Clausena anisata,Clausena,anisata,NA,,AK,,,,,,,,,,,,,,,,,,
65,Solanum anomalum,Solanum anomalum,Solanum,anomalum,NA,,AK,,,,,,,,,,,,,,,,,,
65,Lantana camara,Lantana camara,Lantana,camara,NA,,AK,,,,,,,,,,,,,,,,,,
65,Premna quadrifolia,Premna quadrifolia,Premna,quadrifolia,NA,,AK,,,,,,,,,,,,,,,,,,
65,Vitex doniana,Vitex doniana,Vitex,doniana,NA,,AK,,,,,,,,,,,,,,,,,,
66,Saxifraga cernua,Saxifraga cernua,Saxifraga,cernua,NA,,AK,,,,,,,,,,,,,,,,,,
66,Bartsia alpina,Bartsia alpina,Bartsia,alpina,NA,,AK,,,,,,,,,,,,,,,,,,
66,Polygonum vivparum,Polygonum vivparum,Polygonum,vivparum,NA,,AK,,,,,,,,,,,,,,,,,,
66,Chamaenerion latifolium,Chamaenerion latifolium,Chamaenerion,latifolium,NA,,AK,,,,,,,,,,,,,,,,,,
66,Oxyria dignya,Oxyria dignya,Oxyria,dignya,NA,,AK,,,,,,,,,,,,,,,,,,
66,Cerastium alpinum,Cerastium alpinum,Cerastium,alpinum,NA,,AK,,,,,,,,,,,,,,,,,,
66,Ranunculus hyperboreus,Ranunculus hyperboreus,Ranunculus,hyperboreus,NA,,AK,,,,,,,,,,,,,,,,,,
66,Salix glauca,Salix glauca,Salix,glauca,NA,,AK,,,,,,,,,,,,,,,,,,
66,Saxifra tricuspidata,Saxifra tricuspidata,Saxifra,tricuspidata,NA,,AK,,,,,,,,,,,,,,,,,,
66,Pedicularis hirsuta,Pedicularis hirsuta,Pedicularis,hirsuta,NA,,AK,,,,,,,,,,,,,,,,,,
66,Betula nana,Betula nana,Betula,nana,NA,,AK,,,,,,,,,,,,,,,,,,
66,Luzula parviflora,Luzula parviflora,Luzula,parviflora,NA,,AK,,,,,,,,,,,,,,,,,,
66,Gnaphalium norvegicum,Gnaphalium norvegicum,Gnaphalium,norvegicum,NA,,AK,,,,,,,,,,,,,,,,,,
66,Sibbaldia procumbens,Sibbaldia procumbens,Sibbaldia,procumbens,NA,,AK,,,,,,,,,,,,,,,,,,
66,Veronica alpina,Veronica alpina,Veronica,alpina,NA,,AK,,,,,,,,,,,,,,,,,,
66,Silene acaulis,Silene acaulis,Silene,acaulis,NA,,AK,,,,,,,,,,,,,,,,,,
66,Stellaria longipes,Stellaria longipes,Stellaria,longipes,NA,,AK,,,,,,,,,,,,,,,,,,
66,Papaver radicatum,Papaver radicatum,Papaver,radicatum,NA,,AK,,,,,,,,,,,,,,,,,,
66,Vaccinium uliginosu,Vaccinium uliginosu,Vaccinium,uliginosu,NA,,AK,,,,,,,,,,,,,,,,,,
66,Dryas integrifolia,Dryas integrifolia,Dryas,integrifolia,NA,,AK,,,,,,,,,,,,,,,,,,
66,Erjophorum scheuchzeri,Erjophorum scheuchzeri,Erjophorum,scheuchzeri,NA,,AK,,,,,,,,,,,,,,,,,,
66,Empetrum nigrum,Empetrum nigrum,Empetrum,nigrum,NA,,AK,,,,,,,,,,,,,,,,,,
67,Banyan (Ficus bengalensis),Ficus bengalensis,Ficus,bengalensis,Banyan,,AK,,,,,,,,,,,,,,,,,,
68,Apeiba aspera,Apeiba aspera,Apeiba,aspera,NA,,AK,,,,,,,,,,,,,,,,,,
68,Castilla ulei,Castilla ulei,Castilla,ulei,NA,,AK,,,,,,,,,,,,,,,,,,
68,Cecropia membranacea,Cecropia membranacea,Cecropia,membranacea,NA,,AK,,,,,,,,,,,,,,,,,,
68,Cecropria sciadophylla,Cecropria sciadophylla,Cecropria,sciadophylla,NA,,AK,,,,,,,,,,,,,,,,,,
68,Crepidospermum rhoifolium,Crepidospermum rhoifolium,Crepidospermum,rhoifolium,NA,,AK,,,,,,,,,,,,,,,,,,
68,Ficus fomelleria,Ficus fomelleria,Ficus,fomelleria,NA,,AK,,,,,,,,,,,,,,,,,,
68,Ficus insipida,Ficus insipida,Ficus,insipida,NA,,AK,,,,,,,,,,,,,,,,,,
68,Ficus nymphaeifolia,Ficus nymphaeifolia,Ficus,nymphaeifolia,NA,,AK,,,,,,,,,,,,,,,,,,
68,Gustavia hexapetala,Gustavia hexapetala,Gustavia,hexapetala,NA,,AK,,,,,,,,,,,,,,,,,,
68,Helicostylis tomentosa,Helicostylis tomentosa,Helicostylis,tomentosa,NA,,AK,,,,,,,,,,,,,,,,,,
68,Hyeronima alchorneoides,Hyeronima alchorneoides,Hyeronima,alchorneoides,NA,,AK,,,,,,,,,,,,,,,,,,
68,Hymenaea oblongifolia,Hymenaea oblongifolia,Hymenaea,oblongifolia,NA,,AK,,,,,,,,,,,,,,,,,,
68,Inga alba,Inga alba,Inga,alba,NA,,AK,,,,,,,,,,,,,,,,,,
68,Inga bonplandiana,Inga bonplandiana,Inga,bonplandiana,NA,,AK,,,,,,,,,,,,,,,,,,
68,Inga edulis,Inga edulis,Inga,edulis,NA,,AK,,,,,,,,,,,,,,,,,,
68,Jacratia digitata,Jacratia digitata,Jacratia,digitata,NA,,AK,,,,,,,,,,,,,,,,,,
69,Najas marina L.,Najas marina L.,Najas,marina,NA,removed period from genus and taxonomist from species,AK,,,,,,,,,,,,,,,,,,
70,Rubia fruticosa,Rubia fruticosa,Rubia,fruticosa,NA,,AK,,,,,,,,,,,,,,,,,,
71,Solanum nigra,Solanum nigra,Solanum,nigra,NA,,AK,,,,,,,,,,,,,,,,,,
71,Solanum luteum,Solanum luteum,Solanum,luteum,NA,,AK,,,,,,,,,,,,,,,,,,
72,Myrtus communis,Myrtus communis,Myrtus,communis,NA,,AK,,,,,,,,,,,,,,,,,,
73,Amelanchier alnifolia,Amelanchier alnifolia,Amelanchier,alnifolia,NA,,AK,,,,,,,,,,,,,,,,,,
73,Peraphyllum ramosissimum,Peraphyllum ramosissimum,Peraphyllum,ramosissimum,NA,,AK,,,,,,,,,,,,,,,,,,
73,Prunus virginiana,Prunus virginiana,Prunus,virginiana,NA,,AK,,,,,,,,,,,,,,,,,,
73,Mahonia repens,Mahonia repens,Mahonia,repens,NA,,AK,,,,,,,,,,,,,,,,,,
73,Rhus trilobata,Rhus trilobata,Rhus,trilobata,NA,,AK,,,,,,,,,,,,,,,,,,
73,Symphoricarpos oreophilus,Symphoricarpos oreophilus,Symphoricarpos,oreophilus,NA,,AK,,,,,,,,,,,,,,,,,,
73,Sumbucus cerulea,Sumbucus cerulea,Sumbucus,cerulea,NA,,AK,,,,,,,,,,,,,,,,,,
74,Gaultheria mucronata,Gaultheria mucronata,Gaultheria,mucronata,NA,,AK,,,,,,,,,,,,,,,,,,
74,Luma apiculata,Luma apiculata,Luma,apiculata,NA,,AK,,,,,,,,,,,,,,,,,,
74,Myrceugenia planipes,Myrceugenia planipes,Myrceugenia,planipes,NA,,AK,,,,,,,,,,,,,,,,,,
74,Myrteola nummularia.,Myrteola nummularia.,Myrteola,nummularia,NA,removed periods from genus and species,AK,,,,,,,,,,,,,,,,,,
75,Opuntia maxima,Opuntia maxima,Opuntia,maxima,NA,,AK,,,,,,,,,,,,,,,,,,
76,Campomanesia sp.,Campomanesia sp.,Campomanesia,sp.,NA,removed period from genus,AK,,,,,,,,,,,,,,,,,,
76,Campomanesia pubescens,Campomanesia pubescens,Campomanesia,pubescens,NA,,AK,,,,,,,,,,,,,,,,,,
76,Duguetia furfuracea,Duguetia furfuracea,Duguetia,furfuracea,NA,,AK,,,,,,,,,,,,,,,,,,
76,Melancium campestre,Melancium campestre,Melancium,campestre,NA,,AK,,,,,,,,,,,,,,,,,,
76,Myrtaceae sp.,Myrtaceae sp.,Myrtaceae,sp.,NA,removed period from genus,AK,,,,,,,,,,,,,,,,,,
76,Parinari obtusifolia,Parinari obtusifolia,Parinari,obtusifolia,NA,,AK,,,,,,,,,,,,,,,,,,
76,Psidium,Psidium,Psidium,Psidium,NA,,AK,,,,,,,,,,,,,,,,,,
76,Psidium guajava,Psidium guajava,Psidium,guajava,NA,,AK,,,,,,,,,,,,,,,,,,
76,Solanum sisymbriifolium,Solanum sisymbriifolium,Solanum,sisymbriifolium,NA,,AK,,,,,,,,,,,,,,,,,,
76,Solanum crinitum,Solanum crinitum,Solanum,crinitum,NA,,AK,,,,,,,,,,,,,,,,,,
76,Solanum lycocarpum,Solanum lycocarpum,Solanum,lycocarpum,NA,,AK,,,,,,,,,,,,,,,,,,
76,Syagrus rommanzofiana,Syagrus rommanzofiana,Syagrus,rommanzofiana,NA,,AK,,,,,,,,,,,,,,,,,,
77,Sorbus aucuparia,Sorbus aucuparia,Sorbus,aucuparia,NA,,AK,,,,,,,,,,,,,,,,,,
78,Betula pendula,Betula pendula,Betula,pendula,NA,,AK,,,,,,,,,,,,,,,,,,
78,Malus sylvestris,Malus sylvestris,Malus,sylvestris,NA,,AK,,,,,,,,,,,,,,,,,,
78,Ribes uvacrispa,Ribes uvacrispa,Ribes,uvacrispa,NA,,AK,,,,,,,,,,,,,,,,,,
78,Vaccinium myrtillus,Vaccinium myrtillus,Vaccinium,myrtillus,NA,,AK,,,,,,,,,,,,,,,,,,
78,Vitis vinifera,Vitis vinifera,Vitis,vinifera,NA,,AK,,,,,,,,,,,,,,,,,,
79,Rubia tenuifolia,Rubia tenuifolia,Rubia,tenuifolia,NA,,AK,,,,,,,,,,,,,,,,,,
79,Smilax aspera,Smilax aspera,Smilax,aspera,NA,,AK,,,,,,,,,,,,,,,,,,
79,Osyris alba,Osyris alba,Osyris,alba,NA,,AK,,,,,,,,,,,,,,,,,,
79,Pistacia palaestina,Pistacia palaestina,Pistacia,palaestina,NA,,AK,,,,,,,,,,,,,,,,,,
79,Rhamnus palaestinus,Rhamnus palaestinus,Rhamnus,palaestinus,NA,,AK,,,,,,,,,,,,,,,,,,
80,Apeiba aspera,Apeiba aspera,Apeiba,aspera,NA,,AK,,,,,,,,,,,,,,,,,,
80,Castilla ulei,Castilla ulei,Castilla,ulei,NA,,AK,,,,,,,,,,,,,,,,,,
80,Cecropia sciandophylla,Cecropia sciandophylla,Cecropia,sciandophylla,NA,,AK,,,,,,,,,,,,,,,,,,
80,Crepidospermum rhoifolium,Crepidospermum rhoifolium,Crepidospermum,rhoifolium,NA,,AK,,,,,,,,,,,,,,,,,,
80,Ficus insipida,Ficus insipida,Ficus,insipida,NA,,AK,,,,,,,,,,,,,,,,,,
80,Ficus nymphaeifolia,Ficus nymphaeifolia,Ficus,nymphaeifolia,NA,,AK,,,,,,,,,,,,,,,,,,
80,Gustavia hexapetala,Gustavia hexapetala,Gustavia,hexapetala,NA,,AK,,,,,,,,,,,,,,,,,,
80,Helicostylis tomentosa,Helicostylis tomentosa,Helicostylis,tomentosa,NA,,AK,,,,,,,,,,,,,,,,,,
80,Hyeronima alchorneoides,Hyeronima alchorneoides,Hyeronima,alchorneoides,NA,,AK,,,,,,,,,,,,,,,,,,
80,Inga alba,Inga alba,Inga,alba,NA,,AK,,,,,,,,,,,,,,,,,,
80,Inga edulis,Inga edulis,Inga,edulis,NA,,AK,,,,,,,,,,,,,,,,,,
80,Pourouma bicolor,Pourouma bicolor,Pourouma,bicolor,NA,,AK,,,,,,,,,,,,,,,,,,
80,Protium sagotianum,Protium sagotianum,Protium,sagotianum,NA,,AK,,,,,,,,,,,,,,,,,,
80,Pseudolmedia laevigata,Pseudolmedia laevigata,Pseudolmedia,laevigata,NA,,AK,,,,,,,,,,,,,,,,,,
80,Sarcaulus brasiliensis,Sarcaulus brasiliensis,Sarcaulus,brasiliensis,NA,,AK,,,,,,,,,,,,,,,,,,
80,Simarouba amara,Simarouba amara,Simarouba,amara,NA,,AK,,,,,,,,,,,,,,,,,,
81,Aliberia handrantha,Aliberia handrantha,Aliberia,handrantha,NA,,AK,,,,,,,,,,,,,,,,,,
81,Brosimum lactescens,Brosimum lactescens,Brosimum,lactescens,NA,,AK,,,,,,,,,,,,,,,,,,
81,Brsoimum alicastrum,Brsoimum alicastrum,Brsoimum,alicastrum,NA,,AK,,,,,,,,,,,,,,,,,,
81,Castilla ulei,Castilla ulei,Castilla,ulei,NA,,AK,,,,,,,,,,,,,,,,,,
81,Coussapoa orthoneura,Coussapoa orthoneura,Coussapoa,orthoneura,NA,,AK,,,,,,,,,,,,,,,,,,
81,Ficus pertusa,Ficus pertusa,Ficus,pertusa,NA,,AK,,,,,,,,,,,,,,,,,,
81,Inga edulis,Inga edulis,Inga,edulis,NA,,AK,,,,,,,,,,,,,,,,,,
81,Jacaratia digitata,Jacaratia digitata,Jacaratia,digitata,NA,,AK,,,,,,,,,,,,,,,,,,
81,Leonia crassa,Leonia crassa,Leonia,crassa,NA,,AK,,,,,,,,,,,,,,,,,,
81,Oenocarpus bataua,Oenocarpus bataua,Oenocarpus,bataua,NA,,AK,,,,,,,,,,,,,,,,,,
81,Protium crenatum,Protium crenatum,Protium,crenatum,NA,,AK,,,,,,,,,,,,,,,,,,
81,Protium sagotianum,Protium sagotianum,Protium,sagotianum,NA,,AK,,,,,,,,,,,,,,,,,,
81,Simarouba amara,Simarouba amara,Simarouba,amara,NA,,AK,,,,,,,,,,,,,,,,,,
81,Trichilia tuberculata,Trichilia tuberculata,Trichilia,tuberculata,NA,,AK,,,,,,,,,,,,,,,,,,
81,Trichostigma octandrum,Trichostigma octandrum,Trichostigma,octandrum,NA,,AK,,,,,,,,,,,,,,,,,,
82,Castilla ulei,Castilla ulei,Castilla,ulei,NA,,AK,,,,,,,,,,,,,,,,,,
82,Coccoloba densifrons,Coccoloba densifrons,Coccoloba,densifrons,NA,,AK,,,,,,,,,,,,,,,,,,
82,Ficus insipida,Ficus insipida,Ficus,insipida,NA,,AK,,,,,,,,,,,,,,,,,,
82,Inga acreana,Inga acreana,Inga,acreana,NA,,AK,,,,,,,,,,,,,,,,,,
82,Inga cylindrica,Inga cylindrica,Inga,cylindrica,NA,,AK,,,,,,,,,,,,,,,,,,
82,Guapira cuspidata,Guapira cuspidata,Guapira,cuspidata,NA,,AK,,,,,,,,,,,,,,,,,,
82,Pseudomedia laevis,Pseudomedia laevis,Pseudomedia,laevis,NA,,AK,,,,,,,,,,,,,,,,,,
83,Arum hygrophilum,Arum hygrophilum,Arum,hygrophilum,NA,,AK,,,,,,,,,,,,,,,,,,
83,Asparagus aphyllus,Asparagus aphyllus,Asparagus,aphyllus,NA,,AK,,,,,,,,,,,,,,,,,,
83,Ephedra campylopoda,Ephedra campylopoda,Ephedra,campylopoda,NA,,AK,,,,,,,,,,,,,,,,,,
83,Morus nigra,Morus nigra,Morus,nigra,NA,,AK,,,,,,,,,,,,,,,,,,
83,Morus alba,Morus alba,Morus,alba,NA,,AK,,,,,,,,,,,,,,,,,,
83,Myrtas communis,Myrtas communis,Myrtas,communis,NA,,AK,,,,,,,,,,,,,,,,,,
83,Rhamnus alaternus,Rhamnus alaternus,Rhamnus,alaternus,NA,,AK,,,,,,,,,,,,,,,,,,
83,Rhamnus palaestinus,Rhamnus palaestinus,Rhamnus,palaestinus,NA,,AK,,,,,,,,,,,,,,,,,,
83,Rubia tenuifolia,Rubia tenuifolia,Rubia,tenuifolia,NA,,AK,,,,,,,,,,,,,,,,,,
83,Rubas sanctus,Rubas sanctus,Rubas,sanctus,NA,,AK,,,,,,,,,,,,,,,,,,
83,Smilax aspera,Smilax aspera,Smilax,aspera,NA,,AK,,,,,,,,,,,,,,,,,,
83,Tamus communis,Tamus communis,Tamus,communis,NA,,AK,,,,,,,,,,,,,,,,,,
83,Tamus orientalis,Tamus orientalis,Tamus,orientalis,NA,,AK,,,,,,,,,,,,,,,,,,
83,Viscum cruciatum,Viscum cruciatum,Viscum,cruciatum,NA,,AK,,,,,,,,,,,,,,,,,,
84,Coprosma propinqua,Coprosma propinqua,Coprosma,propinqua,NA,,AK,,,,,,,,,,,,,,,,,,
85,Morus nigra,Morus nigra,Morus,nigra,NA,,AK,,,,,,,,,,,,,,,,,,
85,Solanum luteum,Solanum luteum,Solanum,luteum,NA,,AK,,,,,,,,,,,,,,,,,,
86,Balanites wilsoniana,Balanites wilsoniana,Balanites,wilsoniana,NA,,AK,,,,,,,,,,,,,,,,,,
87,Anonidium mannii,Anonidium mannii,Anonidium,mannii,NA,,AK,,,,,,,,,,,,,,,,,,
87,Antrocaryon micraster,Antrocaryon micraster,Antrocaryon,micraster,NA,,AK,,,,,,,,,,,,,,,,,,
87,Detarium macrocarpa,Detarium macrocarpa,Detarium,macrocarpa,NA,,AK,,,,,,,,,,,,,,,,,,
87,Dovyalis zenkeri,Dovyalis zenkeri,Dovyalis,zenkeri,NA,,AK,,,,,,,,,,,,,,,,,,
87,Duboscia viridiflora,Duboscia viridiflora,Duboscia,viridiflora,NA,,AK,,,,,,,,,,,,,,,,,,
87,Irvingia gabonensis,Irvingia gabonensis,Irvingia,gabonensis,NA,,AK,,,,,,,,,,,,,,,,,,
87,Irvingia grandifolia,Irvingia grandifolia,Irvingia,grandifolia,NA,,AK,,,,,,,,,,,,,,,,,,
87,Klainedoxa gabonensis,Klainedoxa gabonensis,Klainedoxa,gabonensis,NA,,AK,,,,,,,,,,,,,,,,,,
87,Mammea africana,Mammea africana,Mammea,africana,NA,,AK,,,,,,,,,,,,,,,,,,
87,Myrianthus arboreus,Myrianthus arboreus,Myrianthus,arboreus,NA,,AK,,,,,,,,,,,,,,,,,,
87,Omphalocarpu elatum,Omphalocarpu elatum,Omphalocarpu,elatum,NA,,AK,,,,,,,,,,,,,,,,,,
87,Strychnos aculeata,Strychnos aculeata,Strychnos,aculeata,NA,,AK,,,,,,,,,,,,,,,,,,
87,Panda oleosa,Panda oleosa,Panda,oleosa,NA,,AK,,,,,,,,,,,,,,,,,,
87,Poga oleaosa,Poga oleaosa,Poga,oleaosa,NA,,AK,,,,,,,,,,,,,,,,,,
88,Prosopis nigra,Prosopis nigra,Prosopis,nigra,NA,,AK,,,,,,,,,,,,,,,,,,
88,Acacia caven,Acacia caven,Acacia,caven,NA,,AK,,,,,,,,,,,,,,,,,,
89,Corema album,Corema album,Corema,album,NA,,AK,,,,,,,,,,,,,,,,,,
90,Maesopsis eminii,Maesopsis eminii,Maesopsis,eminii,NA,,AK,,,,,,,,,,,,,,,,,,
