numid,full name,old scientific,genus,species,common,id notes,checked by,,,,,,,,,,,,,,,,,,
143,Psidium guajava,Psidium guajava,Psidium,guajava,NA,,,,,,,,,,,,,,,,,,,,
143,Morus alba,Morus alba,Morus,alba,NA,,,,,,,,,,,,,,,,,,,,
144,Lycium intricatum,Lycium intricatum,Lycium,intricatum,NA,,,,,,,,,,,,,,,,,,,,
145,Solanum granuloso-leprosum,Solanum granuloso-leprosum,Solanum,granuloso leprosum,NA,changed Solanum-leprosum to solanum and took off hyphen from species name,,,,,,,,,,,,,,,,,,,
146,Withania frutescens,Withania frutescens,Withania,frutescens,NA,,,,,,,,,,,,,,,,,,,,
147,Daphneå rodriguezii,Daphneå rodriguezii,Daphne,rodriguezii,NA,took off å from genus; genus spp previously in both columns ->separated,,,,,,,,,,,,,,,,,,,
148,blackberries,blackberries,rubus,ulmifolius,NA,changed blackberries to rubus ulmifolius,,,,,,,,,,,,,,,,,,,
148,figs,figs,ficus,sp.,NA,changed fig to ficus sp.,,,,,,,,,,,,,,,,,,,
148,olives,olives,olea,europaea,NA,changed olives to Olea europaea,,,,,,,,,,,,,,,,,,,
148,pears,pears,pyrus,sp.,NA,changed pears to pyrus sp.,,,,,,,,,,,,,,,,,,,
148,strawberry tree,strawberry tree,Arbutus,unedo,NA,changed strawbery tree to Arbutus unedo,,,,,,,,,,,,,,,,,,,
148,vine grapes,vine grapes,vitis,sp.,NA,changed vine grapes to vitis sp. ,,,,,,,,,,,,,,,,,,,
149,Withania frutescens,Withania frutescens,Withania,frutescens,NA,,,,,,,,,,,,,,,,,,,,
150,hollyleaf cherry (Prunus ilicifolia),Prunus ilicifolia,Prunus,ilicifolia,hollyleaf cherry,,,,,,,,,,,,,,,,,,,,
151,Mediterranean dwarf palm (Chamaerops humilis),Chamaerops humilis,Chamaerops,humilis,Mediterranean dwarf palm,,,,,,,,,,,,,,,,,,,,
152,Ampelocera hottlei,Ampelocera hottlei,Ampelocera,hottlei,NA,,,,,,,,,,,,,,,,,,,,
153,Diospyros egrettarum,Diospyros egrettarum,Diospyros,egrettarum,NA,,,,,,,,,,,,,,,,,,,,
154,Myrsine umbellata,Myrsine umbellata,Myrsine,umbellata,NA,,,,,,,,,,,,,,,,,,,,
154,Myrsine lancifolia,Myrsine lancifolia,Myrsine,lancifolia,NA,,,,,,,,,,,,,,,,,,,,
155,Crataegus monogyna,Crataegus monogyna,Crataegus,monogyna,NA,,,,,,,,,,,,,,,,,,,,
155,Ephedra fragilis,Ephedra fragilis,Ephedra,fragilis,NA,,,,,,,,,,,,,,,,,,,,
155,Juniperus phoenicea,Juniperus phoenicea,Juniperus,phoenicea,NA,,,,,,,,,,,,,,,,,,,,
155,Osyris alba,Osyris alba,Osyris,alba,NA,,,,,,,,,,,,,,,,,,,,
155,Pistacia lentiscus,Pistacia lentiscus,Pistacia,lentiscus,NA,,,,,,,,,,,,,,,,,,,,
155,Rhamnus alaternus,Rhamnus alaternus,Rhamnus,alaternus,NA,,,,,,,,,,,,,,,,,,,,
155,Rhamnuså ludovici-salvatoris,Rhamnuså ludovici-salvatoris,Rhamnus,ludovici-salvatoris,NA,,,,,,,,,,,,,,,,,,,,
155,Rubus ulmifolius,Rubus ulmifolius,Rubus,ulmifolius,NA,,,,,,,,,,,,,,,,,,,,
155,Rubia peregrina,Rubia peregrina,Rubia,peregrina,NA,,,,,,,,,,,,,,,,,,,,
155,Solanum luteum,Solanum luteum,Solanum,luteum,NA,,,,,,,,,,,,,,,,,,,,
155,Solanum nigrum,Solanum nigrum,Solanum,nigrum,NA,,,,,,,,,,,,,,,,,,,,
155,Smilax aspera,Smilax aspera,Smilax,aspera,NA,,,,,,,,,,,,,,,,,,,,
156,Phillyrea angustifoli,Phillyrea angustifoli,Phillyrea,angustifoli,NA,,,,,,,,,,,,,,,,,,,,
156,Myrtus communis,Myrtus communis,Myrtus,communis,NA,,,,,,,,,,,,,,,,,,,,
157,Opuntia,Opuntia,Opuntia,dilenii,dillenii,several from genus in paper,ECF,,,,,,,,,,,,,,,,,,
157,Opuntia,Opuntia,Opuntia,maxima,maxima,several from genus in paper,ECF,,,,,,,,,,,,,,,,,,
157,Opuntia,Opuntia,Opuntia,stricta,stricta,several from genus in paper,ECF,,,,,,,,,,,,,,,,,,
158,Lycopersicon esculentum,Lycopersicon esculentum,Lycopersicon,esculentum,NA,,,,,,,,,,,,,,,,,,,,
159,Azara dentata,Azara dentata,Azara,dentata,NA,,,,,,,,,,,,,,,,,,,,
159,Schinus polygamus,Schinus polygamus,Schinus,polygamus,NA,,,,,,,,,,,,,,,,,,,,
159,Schinus molle,Schinus molle,Schinus,molle,NA,,,,,,,,,,,,,,,,,,,,
159,Cestrum parqui,Cestrum parqui,Cestrum,parqui,NA,,,,,,,,,,,,,,,,,,,,
159,Maytenus boaria,Maytenus boaria,Maytenus,boaria,NA,,,,,,,,,,,,,,,,,,,,
160,Crataegus monogyna,Crataegus monogyna,Crataegus,monogyna,NA,,,,,,,,,,,,,,,,,,,,
160,Myrtus communis,Myrtus communis,Myrtus,communis,NA,,,,,,,,,,,,,,,,,,,,
160,Pistacia lentiscus,Pistacia lentiscus,Pistacia,lentiscus,NA,,,,,,,,,,,,,,,,,,,,
161,Melia azedarach,Melia azedarach,Melia,azedarach,NA,,,,,,,,,,,,,,,,,,,,
162,Psidium galapageium,Psidium galapageium,Psidium,galapageium,NA,,,,,,,,,,,,,,,,,,,,
162,Opuntia echios,Opuntia echios,Opuntia,echios,NA,,,,,,,,,,,,,,,,,,,,
162,Hippomane mancinella,Hippomane mancinella,Hippomane,mancinella,NA,,,,,,,,,,,,,,,,,,,,
162,Psidium guajava,Psidium guajava,Psidium,guajava,NA,,,,,,,,,,,,,,,,,,,,
162,Passiflora edulis,Passiflora edulis,Passiflora,edulis,NA,,,,,,,,,,,,,,,,,,,,
163,European black nightshade (Solanum nigrum),Solanum nigrum,Solanum,nigrum,European black nightshade,,,,,,,,,,,,,,,,,,,,
164,Ficus sur,Ficus sur,Ficus,sur,NA,,,,,,,,,,,,,,,,,,,,
165,Gray dogwood,Gray dogwood,Cornus,racemosa,NA,scientific name added,ECF,,,,,,,,,,,,,,,,,,
165,Redosier dogwood,Redosier dogwood,Cornus,sericea,NA,scientific name added,ECF,,,,,,,,,,,,,,,,,,
165,tatarian honeysuckle,tatarian honeysuckle,Lonicera,tatarica,NA,scientific name added,ECF,,,,,,,,,,,,,,,,,,
165,white mulberry,white mulberry,Morus,alba,NA,scientific name added,ECF,,,,,,,,,,,,,,,,,,
165,black cherry,black cherry,Prunus,serotina,NA,scientific name added,ECF,,,,,,,,,,,,,,,,,,
165,choke cherry,choke cherry,Prunus,virginiana,NA,scientific name added,ECF,,,,,,,,,,,,,,,,,,
165,smooth sumac,smooth sumac,Rhus,glabra,NA,scientific name added,ECF,,,,,,,,,,,,,,,,,,
165,missouri gooseberry,missouri gooseberry,Ribes,missouriense,NA,scientific name added,ECF,,,,,,,,,,,,,,,,,,
165,wild rose,wild rose,Rosa,sp.,NA,potentially multiple species - not identified,ECF,,,,,,,,,,,,,,,,,,
165,blackberry,blackberry,Rubus,sp.,NA,doesn's say what species - 9 native to minnesota,ECF,,,,,,,,,,,,,,,,,,
165,blackcap raspberry,blackcap raspberry,Rubus,occidentalis,NA,scientific name added,ECF,,,,,,,,,,,,,,,,,,
165,american elder,american elder,Sambucus,canadensis,NA,scientific name added,ECF,,,,,,,,,,,,,,,,,,
165,poison ivy,poison ivy,Toxicodendron,radicans,NA,scientific name added,ECF,,,,,,,,,,,,,,,,,,
165,poison sumac,poison sumac,Toxicodendron,vernix,NA,scientific name added,ECF,,,,,,,,,,,,,,,,,,
165,riverbank grape,riverbank grape,Vitis,riparia,NA,scientific name added,ECF,,,,,,,,,,,,,,,,,,
165,wild sapsaparilla,wild sapsaparilla,Aralia,nudicaulis,NA,scientific name added,ECF,,,,,,,,,,,,,,,,,,
165,red raspberry,red raspberry,Rubus,idaeus,NA,scientific name added,ECF,,,,,,,,,,,,,,,,,,
165,blueberry,blueberry,Vaccinium,sp.,NA,There are at least 2 spp in Minnesota,ECF,,,,,,,,,,,,,,,,,,
166,eastern red cedar (Juniperus virginiana),Juniperus virginiana,Juniperus,virginiana,eastern red cedar,,,,,,,,,,,,,,,,,,,,
167,Oenocarpus bataua,Oenocarpus bataua,Oenocarpus,bataua,NA,,,,,,,,,,,,,,,,,,,,
167,Vir oladixonii,Vir oladixonii,Vir,oladixonii,NA,,,,,,,,,,,,,,,,,,,,
167,Ficus crassiuscula,Ficus crassiuscula,Ficus,crassiuscula,NA,,,,,,,,,,,,,,,,,,,,
168,buffaloberry,buffaloberry,Shepherdia,canadensis,NA,scientific name added,ECF,,,,,,,,,,,,,,,,,,
168,serviceberry,serviceberry,Amelanchier,alnifolia,NA,scientific name added,ECF,,,,,,,,,,,,,,,,,,
168,huckleberry,huckleberry,Vaccinium,sp.,NA,not sure what species,ECF,,,,,,,,,,,,,,,,,,
169,Psittacanthus schiedeanus,Psittacanthus schiedeanus,Psittacanthus,schiedeanus,NA,,,,,,,,,,,,,,,,,,,,
170,Cryptocarya sp.,Cryptocarya sp.,Cryptocarya,sp.,NA,Removed period from genus,,,,,,,,,,,,,,,,,,,
170,Eugenia cloiselii,Eugenia cloiselii,Eugenia,cloiselii,NA,,,,,,,,,,,,,,,,,,,,
170,Gaertnera sp.,Gaertnera sp.,Gaertnera,sp.,NA,Removed period from genus,,,,,,,,,,,,,,,,,,,
170,Garcinia verrucosa,Garcinia verrucosa,Garcinia,verrucosa,NA,,,,,,,,,,,,,,,,,,,,
170,Machpersonia madagascaraiensis,Machpersonia madagascaraiensis,Machpersonia,madagascaraiensis,NA,,,,,,,,,,,,,,,,,,,,
170,Noronhia grandifolia,Noronhia grandifolia,Noronhia,grandifolia,NA,,,,,,,,,,,,,,,,,,,,
170,Potameia sp.,Potameia sp.,Potameia,sp.,NA,Removed period from genus,,,,,,,,,,,,,,,,,,,
170,Sideroxylon sp.,Sideroxylon sp.,Sideroxylon,sp.,NA,Removed period from genus,,,,,,,,,,,,,,,,,,,
170,Uapaca silvestris,Uapaca silvestris,Uapaca,silvestris,NA,,,,,,,,,,,,,,,,,,,,
171,Mediterranean hackberry (Celtis australis),Celtis australis,Celtis,australis,Mediterranean hackberry,,,,,,,,,,,,,,,,,,,,
172,Strychnos madagascariensis,Strychnos madagascariensis,Strychnos,madagascariensis,NA,,,,,,,,,,,,,,,,,,,,
172,Vitex beraviensis,Vitex beraviensis,Vitex,beraviensis,NA,,,,,,,,,,,,,,,,,,,,
172,Cinnamosma fragrans,Cinnamosma fragrans,Cinnamosma,fragrans,NA,,,,,,,,,,,,,,,,,,,,
172,Menispermacea casmenthera,Menispermacea casmenthera,Menispermacea,casmenthera,NA,,,,,,,,,,,,,,,,,,,,
172,Poupartia silvatica,Poupartia silvatica,Poupartia,silvatica,NA,,,,,,,,,,,,,,,,,,,,
172,Protorhus de•Ââexa,Protorhus de•Ââexa,Protorhus,deixa,NA,Characters removed,ECF,,,,,,,,,,,,,,,,,,
172,Vangueria madagascariensis,Vangueria madagascariensis,Vangueria,madagascariensis,NA,,,,,,,,,,,,,,,,,,,,
172,Berchemia discolor,Berchemia discolor,Berchemia,discolor,NA,,,,,,,,,,,,,,,,,,,,
172,Evonymopsis sp.1,Evonymopsis sp.1,Evonymopsis,sp.,NA,Removed numbers and periods from sci name,,,,,,,,,,,,,,,,,,,
172,Mapouria boinensis,Mapouria boinensis,Mapouria,boinensis,NA,,,,,,,,,,,,,,,,,,,,
172,Olax madagascariensis,Olax madagascariensis,Olax,madagascariensis,NA,,,,,,,,,,,,,,,,,,,,
172,Vitex pervillei,Vitex pervillei,Vitex,pervillei,NA,,,,,,,,,,,,,,,,,,,,
173,Arisaema triphyllum,Arisaema triphyllum,Arisaema,triphyllum,NA,,,,,,,,,,,,,,,,,,,,
173,podophyllum peltatum,podophyllum peltatum,Podophyllum,peltatum,NA,,,,,,,,,,,,,,,,,,,,
173,Sambucus candensis,Sambucus candensis,Sambucus,candensis,NA,,,,,,,,,,,,,,,,,,,,
173,Viburnum acerifolium,Viburnum acerifolium,Viburnum,acerifolium,NA,,,,,,,,,,,,,,,,,,,,
173,Faylussacia baccata,Faylussacia baccata,Faylussacia,baccata,NA,,,,,,,,,,,,,,,,,,,,
173,Vaccinium vacillans,Vaccinium vacillans,Vaccinium,vacillans,NA,,,,,,,,,,,,,,,,,,,,
173,Morus alba,Morus alba,Morus,alba,NA,,,,,,,,,,,,,,,,,,,,
173,Passiflora incarnata,Passiflora incarnata,Passiflora,incarnata,NA,,,,,,,,,,,,,,,,,,,,
173,Phytolaccca americana,Phytolaccca americana,Phytolaccca,americana,NA,,,,,,,,,,,,,,,,,,,,
173,Duchesnea indica,Duchesnea indica,Duchesnea,indica,NA,,,,,,,,,,,,,,,,,,,,
173,Fragaria virginiana,Fragaria virginiana,Fragaria,virginiana,NA,,,,,,,,,,,,,,,,,,,,
173,Prunus serotina,Prunus serotina,Prunus,serotina,NA,,CARAY,,,,,,,,,,,,,,,,,,
173,Rosa multiflora,Rosa multiflora,Rosa,multiflora,NA,,CARAY,,,,,,,,,,,,,,,,,,
173,Rubus phoenicolasius,Rubus phoenicolasius,Rubus,phoenicolasius,NA,,CARAY,,,,,,,,,,,,,,,,,,
173,Rubus spp. (Blackberry),Blackberry,Rubus,spp.,NA,,ECF,,,,,,,,,,,,,,,,,,
173,Vitis aestivalis,Vitis aestivalis,Vitis,aestivalis,NA,,CARAY,,,,,,,,,,,,,,,,,,
173,Vitis rotundifolia,Vitis rotundifolia,Vitis,rotundifolia,NA,,CARAY,,,,,,,,,,,,,,,,,,
173,Vitis vulpina,Vitis vulpina,Vitis,vulpina,NA,,CARAY,,,,,,,,,,,,,,,,,,
174,Rubus spectabilis,Rubus spectabilis,Rubus,spectabilis,NA,,CARAY,,,,,,,,,,,,,,,,,,
174,Sambucus racemosa,Sambucus racemosa,Sambucus,racemosa,NA,,CARAY,,,,,,,,,,,,,,,,,,
174,Ribes bracteosum,Ribes bracteosum,Ribes,bracteosum,NA,,CARAY,,,,,,,,,,,,,,,,,,
174,Streptopus amplexifolius,Streptopus amplexifolius,Streptopus,amplexifolius,NA,,CARAY,,,,,,,,,,,,,,,,,,
174,Oplopanax horridus,Oplopanax horridus,Oplopanax,horridus,NA,,CARAY,,,,,,,,,,,,,,,,,,
174,Vaccinium spp.,Vaccinium spp.,Vaccinium,sp.,NA,Removed period from genus. Spp. changed to sp.,CARAY,,,,,,,,,,,,,,,,,,
175,Rubus spectabilis,Rubus spectabilis,Rubus,spectabilis,NA,,CARAY,,,,,,,,,,,,,,,,,,
175,Rubus discolor,Rubus discolor,Rubus,discolor,NA,Discolor not an active name,,,,,,,,,,,,,,,,,,,
175,Vaccinium ovatum,Vaccinium ovatum,Vaccinium,ovatum,NA,,CARAY,,,,,,,,,,,,,,,,,,
175,Vaccinium parvifolium,Vaccinium parvifolium,Vaccinium,parvifolium,NA,,CARAY,,,,,,,,,,,,,,,,,,
175,Gaultheria shallon,Gaultheria shallon,Gaultheria,shallon,NA,,CARAY,,,,,,,,,,,,,,,,,,
175,Disporum smithii,Disporum smithii,Disporum,smithii,NA,,CARAY,,,,,,,,,,,,,,,,,,
176,Lomatophyllum tormentoriiå Marais,Lomatophyllum tormentoriiå Marais,Aloe,tormentorii,NA,New genus,ECF,,,,,,,,,,,,,,,,,,
176,Myoporum mauritianum,Myoporum mauritianum,Myoporum,mauritianum,NA,,,,,,,,,,,,,,,,,,,,
176,Dracaena concinna,Dracaena concinna,Dracaena,concinna,NA,,,,,,,,,,,,,,,,,,,,
176,Hilsenbergia petiolaris,Hilsenbergia petiolaris,Hilsenbergia,petiolaris,NA,,,,,,,,,,,,,,,,,,,,
176,Premna serratifoliaå L.,Premna serratifoliaå L.,Premna,serratifolia,NA,,,,,,,,,,,,,,,,,,,,
176,Scaevola taccada,Scaevola taccada,Scaevola,taccada,NA,,,,,,,,,,,,,,,,,,,,
176,Passiflora suberosa,Passiflora suberosa,Passiflora,suberosa,NA,,,,,,,,,,,,,,,,,,,,
176,Solanum nigrum,Solanum nigrum,Solanum,nigrum,NA,,,,,,,,,,,,,,,,,,,,
177,Alpinia malaccensis,Alpinia malaccensis,Alpinia,malaccensis,NA,,,,,,,,,,,,,,,,,,,,
177,Anthocephalus chinensis,Anthocephalus chinensis,Anthocephalus,chinensis,NA,,,,,,,,,,,,,,,,,,,,
177,Baccaurea ramiflora,Baccaurea ramiflora,Baccaurea,ramiflora,NA,,,,,,,,,,,,,,,,,,,,
177,Diplectia barbata,Diplectia barbata,Diplectia,barbata,NA,,,,,,,,,,,,,,,,,,,,
177,Eurya nitida,Eurya nitida,Eurya,nitida,NA,,,,,,,,,,,,,,,,,,,,
177,Ficus ischnopoda,Ficus ischnopoda,Ficus,ischnopoda,NA,,,,,,,,,,,,,,,,,,,,
177,Ficus microcarpa,Ficus microcarpa,Ficus,microcarpa,NA,,,,,,,,,,,,,,,,,,,,
177,Ficus sagittata,Ficus sagittata,Ficus,sagittata,NA,,,,,,,,,,,,,,,,,,,,
177,Ficus virens,Ficus virens,Ficus,virens,NA,,,,,,,,,,,,,,,,,,,,
177,Melastoma malabathricum,Melastoma malabathricum,Melastoma,malabathricum,NA,,,,,,,,,,,,,,,,,,,,
177,Nauclea orientalis,Nauclea orientalis,Nauclea,orientalis,NA,,,,,,,,,,,,,,,,,,,,
177,Toddalia asiatica,Toddalia asiatica,Toddalia,asiatica,NA,,,,,,,,,,,,,,,,,,,,
177,,,,,NA,,,,,,,,,,,,,,,,,,,,
178,Dialium spp.,Dialium spp.,Dialium,sp.,NA,"removed period, spp. to sp.",ECF,,,,,,,,,,,,,,,,,,
179,spicebush,spicebush,Lindera,benzoin,spicebush,added species,ECF,,,,,,,,,,,,,,,,,,
179,chokecherry,chokecherry,Prunus,virginiana,chokecherry,added species,ECF,,,,,,,,,,,,,,,,,,
179,arrowwood,arrowwood,Viburnum,dentatum,NA,,,,,,,,,,,,,,,,,,,,
180,Rubus spectabilis,Rubus spectabilis,Rubus,spectabilis,NA,,,,,,,,,,,,,,,,,,,,
181,Vaccinium alaskaense,Vaccinium alaskaense,Vaccinium,alaskaense,NA,,,,,,,,,,,,,,,,,,,,
181,Vaccinium ovalifolium,Vaccinium ovalifolium,Vaccinium,ovalifolium,NA,,,,,,,,,,,,,,,,,,,,
181,Rubus spectabilis,Rubus spectabilis,Rubus,spectabilis,NA,,,,,,,,,,,,,,,,,,,,
182,Belah (Casuarina pauper),Casuarina pauper,Casuarina,pauper,Belah,,,,,,,,,,,,,,,,,,,,
182,Ruby Saltbush (Enchylaena tomentosa),Enchylaena tomentosa,Enchylaena,tomentosa,Ruby Saltbush,,,,,,,,,,,,,,,,,,,,
182,Common Emu-bush (Eremophila glabra),Eremophila glabra,Eremophila,glabra,Common Emu-bush,,,,,,,,,,,,,,,,,,,,
182,Nitre-bush (Nitraria billardierei),Nitraria billardierei,Nitraria,billardierei,Nitre-bush,,,,,,,,,,,,,,,,,,,,
183,Spanish juniper (Juniperus thurifera),Juniperus thurifera,Juniperus,thurifera,Spanish juniper,,,,,,,,,,,,,,,,,,,,
184,Elaeagnus umbellata,Elaeagnus umbellata,Elaeagnus,umbellata,NA,,,,,,,,,,,,,,,,,,,,
184,Celastrus orbiculatus,Celastrus orbiculatus,Celastrus,orbiculatus,NA,,,,,,,,,,,,,,,,,,,,
184,Rosa multiflora,Rosa multiflora,Rosa,multiflora,NA,,,,,,,,,,,,,,,,,,,,
185,Cipocereus minensis,Cipocereus minensis,Cipocereus,minensis,NA,,,,,,,,,,,,,,,,,,,,
185,Clidemia urceolata,Clidemia urceolata,Clidemia,urceolata,NA,,,,,,,,,,,,,,,,,,,,
185,Miconia holosericea,Miconia holosericea,Miconia,holosericea,NA,,,,,,,,,,,,,,,,,,,,
185,Myrcia sp.,Myrcia sp.,Myrcia,sp.,NA,,,,,,,,,,,,,,,,,,,,
185,Psidium sp.,Psidium sp.,Psidium,sp.,NA,,,,,,,,,,,,,,,,,,,,
185,Cordiera sessilis,Cordiera sessilis,Cordiera,sessilis,NA,,,,,,,,,,,,,,,,,,,,
185,Psychotria capitata,Psychotria capitata,Psychotria,capitata,NA,,,,,,,,,,,,,,,,,,,,
185,Phoradendron crassifolium,Phoradendron crassifolium,Phoradendron,crassifolium,NA,,,,,,,,,,,,,,,,,,,,
186,Psidium cattleianum,Psidium cattleianum,Psidium,cattleianum,NA,,,,,,,,,,,,,,,,,,,,
186,Clidemia hirta,Clidemia hirta,Clidemia,hirta,NA,,,,,,,,,,,,,,,,,,,,
186,Schinus terebinthifoius,Schinus terebinthifoius,Schinus,terebinthifoius,NA,,,,,,,,,,,,,,,,,,,,
186,Hedychium gardnerianum,Hedychium gardnerianum,Hedychium,gardnerianum,NA,,,,,,,,,,,,,,,,,,,,
186,Miconia calvescens,Miconia calvescens,Miconia,calvescens,NA,,,,,,,,,,,,,,,,,,,,
186,Leucaena leucocephala,Leucaena leucocephala,Leucaena,leucocephala,NA,,,,,,,,,,,,,,,,,,,,
186,Schefflera actinophylla,Schefflera actinophylla,Schefflera,actinophylla,NA,,,,,,,,,,,,,,,,,,,,
186,Ardisia elliptica,Ardisia elliptica,Ardisia,elliptica,NA,,,,,,,,,,,,,,,,,,,,
186,Morella faya,Morella faya,Morella,faya,NA,,,,,,,,,,,,,,,,,,,,
186,Lantana camara,Lantana camara,Lantana,camara,NA,,,,,,,,,,,,,,,,,,,,
186,Spathodea campanulatat,Spathodea campanulatat,Spathodea,campanulatat,NA,,,,,,,,,,,,,,,,,,,,
186,Urochloa maxima,Urochloa maxima,Urochloa,maxima,NA,,,,,,,,,,,,,,,,,,,,
186,Prosopis pallida,Prosopis pallida,Prosopis,pallida,NA,,,,,,,,,,,,,,,,,,,,
186,Rubus rosifolius,Rubus rosifolius,Rubus,rosifolius,NA,,,,,,,,,,,,,,,,,,,,
186,Citharexylum caudatum,Citharexylum caudatum,Citharexylum,caudatum,NA,,,,,,,,,,,,,,,,,,,,
186,Ficus microcarpa,Ficus microcarpa,Ficus,microcarpa,NA,,,,,,,,,,,,,,,,,,,,
186,Passiflora suberosa,Passiflora suberosa,Passiflora,suberosa,NA,,,,,,,,,,,,,,,,,,,,
186,Buddleia asiatica,Buddleia asiatica,Buddleia,asiatica,NA,,,,,,,,,,,,,,,,,,,,
186,Syzygium cumini,Syzygium cumini,Syzygium,cumini,NA,,,,,,,,,,,,,,,,,,,,
186,Aleurites moluccana,Aleurites moluccana,Aleurites,moluccana,NA,,,,,,,,,,,,,,,,,,,,
186,Coffea arabica,Coffea arabica,Coffea,arabica,NA,,,,,,,,,,,,,,,,,,,,
186,Cinnamomum burmanii,Cinnamomum burmanii,Cinnamomum,burmanii,NA,,,,,,,,,,,,,,,,,,,,
186,BIschofia javanica,BIschofia javanica,BIschofia,javanica,NA,,,,,,,,,,,,,,,,,,,,
186,Casuarina equisetifolia,Casuarina equisetifolia,Casuarina,equisetifolia,NA,,,,,,,,,,,,,,,,,,,,
186,Setaria palmifolia,Setaria palmifolia,Setaria,palmifolia,NA,,,,,,,,,,,,,,,,,,,,
187,American Persimmon (Diospyros virginiana),Diospyros virginiana,Diospyros,virginiana,American Persimmon,,,,,,,,,,,,,,,,,,,,
188,Psidium guajava,Psidium guajava,Psidium,guajava,NA,,,,,,,,,,,,,,,,,,,,
188,Eugenia dysenterica,Eugenia dysenterica,Eugenia,dysenterica,NA,,,,,,,,,,,,,,,,,,,,
188,Hancornia speciosa,Hancornia speciosa,Hancornia,speciosa,NA,,,,,,,,,,,,,,,,,,,,
188,Annona crassiflora,Annona crassiflora,Annona,crassiflora,NA,,,,,,,,,,,,,,,,,,,,
188,Caryocar brasiliense,Caryocar brasiliense,Caryocar,brasiliense,NA,,,,,,,,,,,,,,,,,,,,
188,Hymenaea stignocarpa,Hymenaea stignocarpa,Hymenaea,stignocarpa,NA,,,,,,,,,,,,,,,,,,,,
188,Passiflora edulis,Passiflora edulis,Passiflora,edulis,NA,,,,,,,,,,,,,,,,,,,,
188,Solanum lycocarpum,Solanum lycocarpum,Solanum,lycocarpum,NA,,,,,,,,,,,,,,,,,,,,
188,Solanum palinacanthum,Solanum palinacanthum,Solanum,palinacanthum,NA,,,,,,,,,,,,,,,,,,,,
188,Spondias tuberosa,Spondias tuberosa,Spondias,tuberosa,NA,,,,,,,,,,,,,,,,,,,,
188,Spondias purpurea,Spondias purpurea,Spondias,purpurea,NA,,,,,,,,,,,,,,,,,,,,
188,Talisia esculenta,Talisia esculenta,Talisia,esculenta,NA,,,,,,,,,,,,,,,,,,,,
189,morula (Sclerocarya birrea),Sclerocarya birrea,Sclerocarya,birrea,morula,,,,,,,,,,,,,,,,,,,,
190,Sclerocarya caffra,Sclerocarya caffra,Sclerocarya,caffra,NA,,,,,,,,,,,,,,,,,,,,
191,marula (Sclerocarya birrea),Sclerocarya birrea,Sclerocarya,birrea,marula,,,,,,,,,,,,,,,,,,,,
192,Ceratonia siliqua,Ceratonia siliqua,Ceratonia,siliqua,NA,,,,,,,,,,,,,,,,,,,,
192,Eriobotrya japonica,Eriobotrya japonica,Eriobotrya,japonica,NA,,,,,,,,,,,,,,,,,,,,
192,Ficus carica,Ficus carica,Ficus,carica,NA,,,,,,,,,,,,,,,,,,,,
192,Morus nigra,Morus nigra,Morus,nigra,NA,,,,,,,,,,,,,,,,,,,,
192,Arbutus andrachne,Arbutus andrachne,Arbutus,andrachne,NA,,,,,,,,,,,,,,,,,,,,
192,Ziziphus spina-christi,Ziziphus spina-christi,Ziziphus-christi,spina-christi,NA,,,,,,,,,,,,,,,,,,,,
193,Rubus ulmifolius,Rubus ulmifolius,Rubus,ulmifolius,NA,,,,,,,,,,,,,,,,,,,,
193,Rubia peregrina,Rubia peregrina,Rubia,peregrina,NA,,,,,,,,,,,,,,,,,,,,
193,Asparagus acutifolius,Asparagus acutifolius,Asparagus,acutifolius,NA,,,,,,,,,,,,,,,,,,,,
193,Osyris alba,Osyris alba,Osyris,alba,NA,,,,,,,,,,,,,,,,,,,,
193,Phillyreaå spp,Phillyreaå spp,Phillyrea,sp.,NA,"removed odd character, made sp.",,,,,,,,,,,,,,,,,,,
194,Phytolaccaå americana,Phytolaccaå americana,Phytolacca,americana,NA,,,,,,,,,,,,,,,,,,,,
195,Tamarindus indica,Tamarindus indica,Tamarindus,indica,NA,,,,,,,,,,,,,,,,,,,,
196,Solanum mauritianum,Solanum mauritianum,Solanum,mauritianum,NA,,,,,,,,,,,,,,,,,,,,
196,Cinnamomum camphora,Cinnamomum camphora,Cinnamomum,camphora,NA,,,,,,,,,,,,,,,,,,,,
196,Lantana camara,Lantana camara,Lantana,camara,NA,,,,,,,,,,,,,,,,,,,,
196,Psidium guajava,Psidium guajava,Psidium,guajava,NA,,,,,,,,,,,,,,,,,,,,
197,Pond-apple Tree (Annona glabra),Annona glabra,Annona,glabra,Pond-apple Tree,,,,,,,,,,,,,,,,,,,,
198,Vaccinium cylindraceum,Vaccinium cylindraceum,Vaccinium,cylindraceum,NA,,,,,,,,,,,,,,,,,,,,
199,Agrostemma githago,Agrostemma githago,Agrostemma,githago,NA,,,,,,,,,,,,,,,,,,,,
199,Brassica napus,Brassica napus,Brassica,napus,NA,,,,,,,,,,,,,,,,,,,,
199,Camelina sativa,Camelina sativa,Camelina,sativa,NA,,,,,,,,,,,,,,,,,,,,
199,Melilotus albus,Melilotus albus,Melilotus,albus,NA,,,,,,,,,,,,,,,,,,,,
199,Valerianella locusta,Valerianella locusta,Valerianella,locusta,NA,,,,,,,,,,,,,,,,,,,,
