"","Genus","Species","Abbrev","Infraspecific","ID","Plant.Name.Index","TPL_version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific","Authority","New.ID","Typo","WFormat"
"335","Ficus","nymphaeifolia",NA,"","kew-2811495",TRUE,"1.1","Accepted","Moraceae","Ficus","","nymphaeifolia","","Mill.","kew-2811495",FALSE,FALSE
"336","Gustavia","hexapetala",NA,"","kew-314025",TRUE,"1.1","Accepted","Lecythidaceae","Gustavia","","hexapetala","","(Aubl.) Sm.","kew-314025",FALSE,FALSE
"337","Helicostylis","tomentosa",NA,"","kew-2843149",TRUE,"1.1","Accepted","Moraceae","Helicostylis","","tomentosa","","(Poepp. & Endl.) J.F.Macbr.","kew-2843149",FALSE,FALSE
"338","Hyeronima","alchorneoides",NA,"","",FALSE,"1.1","","","Hyeronima","","alchorneoides","","","",FALSE,FALSE
"339","Hymenaea","oblongifolia",NA,"","ild-11545",TRUE,"1.1","Accepted","Leguminosae","Hymenaea","","oblongifolia","","Huber","ild-11545",FALSE,FALSE
"340","Inga","alba",NA,"","ild-19794",TRUE,"1.1","Accepted","Leguminosae","Inga","","alba","","(Sw.) Willd.","ild-19794",FALSE,FALSE
"341","Inga","bonplandiana",NA,"","ild-11642",TRUE,"1.1","Accepted","Leguminosae","Inga","","bonplandiana","","Kunth","ild-11642",FALSE,FALSE
"342","Inga","edulis",NA,"","ild-221",TRUE,"1.1","Accepted","Leguminosae","Inga","","edulis","","Mart.","ild-221",FALSE,FALSE
"343","Jacratia","digitata",NA,"","",FALSE,"1.1","","","Jacratia","","digitata","","","",FALSE,FALSE
"344","Najas","marina",NA,"","kew-308286",TRUE,"1.1","Accepted","Hydrocharitaceae","Najas","","marina","","L.","kew-308286",FALSE,FALSE
"345","Rubia","fruticosa",NA,"","kew-180273",TRUE,"1.1","Accepted","Rubiaceae","Rubia","","fruticosa","","Aiton","kew-180273",FALSE,FALSE
"346","Solanum","nigra",NA,"","tro-29600125",TRUE,"1.1","Synonym","Solanaceae","Solanum","","americanum","","Mill.","tro-29600095",TRUE,FALSE
"347","Solanum","luteum",NA,"","tro-29602606",TRUE,"1.1","Accepted","Solanaceae","Solanum","","luteum","","Mill.","tro-29602606",FALSE,FALSE
"348","Myrtus","communis",NA,"","kew-132410",TRUE,"1.1","Accepted","Myrtaceae","Myrtus","","communis","","L.","kew-132410",FALSE,FALSE
"349","Amelanchier","alnifolia",NA,"","rjp-4731",TRUE,"1.1","Accepted","Rosaceae","Amelanchier","","alnifolia","","(Nutt.) Nutt. ex M.Roem.","rjp-4731",FALSE,FALSE
"350","Peraphyllum","ramosissimum",NA,"","rjp-5828",TRUE,"1.1","Accepted","Rosaceae","Peraphyllum","","ramosissimum","","Nutt. ex Torr. & A.Gray","rjp-5828",FALSE,FALSE
"351","Prunus","virginiana",NA,"","rjp-72",TRUE,"1.1","Accepted","Rosaceae","Prunus","","virginiana","","L.","rjp-72",FALSE,FALSE
"352","Mahonia","repens",NA,"","tro-3500253",TRUE,"1.1","Synonym","Berberidaceae","Berberis","","repens","","Lindl.","kew-2674362",FALSE,FALSE
"353","Rhus","trilobata",NA,"","tro-1300191",TRUE,"1.1","Accepted","Anacardiaceae","Rhus","","trilobata","","Nutt.","tro-1300191",FALSE,FALSE
"354","Symphoricarpos","oreophilus",NA,"","tro-6000163",TRUE,"1.1","Accepted","Caprifoliaceae","Symphoricarpos","","oreophilus","","A. Gray","tro-6000163",FALSE,FALSE
"355","Sumbucus","cerulea",NA,"","",FALSE,"1.1","","","Sumbucus","","cerulea","","","",FALSE,FALSE
"356","Gaultheria","mucronata",NA,"","kew-2817917",TRUE,"1.1","Accepted","Ericaceae","Gaultheria","","mucronata","","(L.f.) Hook. & Arn.","kew-2817917",FALSE,FALSE
"357","Luma","apiculata",NA,"","kew-115598",TRUE,"1.1","Accepted","Myrtaceae","Luma","","apiculata","","(DC.) Burret","kew-115598",FALSE,FALSE
"358","Myrceugenia","planipes",NA,"","kew-130974",TRUE,"1.1","Accepted","Myrtaceae","Myrceugenia","","planipes","","(Hook. & Arn.) O.Berg","kew-130974",FALSE,FALSE
"359","Myrteola","nummularia",NA,"","kew-132138",TRUE,"1.1","Accepted","Myrtaceae","Myrteola","","nummularia","","(Lam.) O.Berg","kew-132138",FALSE,FALSE
"360","Opuntia","maxima",NA,"","kew-2391633",TRUE,"1.1","Accepted","Cactaceae","Opuntia","","maxima","","Mill.","kew-2391633",FALSE,FALSE
"361","Campomanesia","sp.",NA,"","",FALSE,"1.1","","","Campomanesia","","sp.","","","",FALSE,FALSE
"362","Campomanesia","pubescens",NA,"","kew-33226",TRUE,"1.1","Accepted","Myrtaceae","Campomanesia","","pubescens","","(Mart. ex DC.) O.Berg","kew-33226",FALSE,FALSE
"363","Duguetia","furfuracea",NA,"","kew-2779094",TRUE,"1.1","Accepted","Annonaceae","Duguetia","","furfuracea","","(A.St.-Hil.) Saff.","kew-2779094",FALSE,FALSE
"364","Melancium","campestre",NA,"","kew-2373169",TRUE,"1.1","Accepted","Cucurbitaceae","Melancium","","campestre","","Naudin","kew-2373169",FALSE,FALSE
"365","Myrtaceae","sp.",NA,"","",FALSE,"1.1","","","Myrtaceae","","sp.","","","",FALSE,FALSE
"366","Parinari","obtusifolia",NA,"","kew-355556",TRUE,"1.1","Accepted","Chrysobalanaceae","Parinari","","obtusifolia","","Hook.f.","kew-355556",FALSE,FALSE
"367","Psidium","psidium",NA,"","",FALSE,"1.1","","","Psidium","","psidium","","","",FALSE,FALSE
"368","Psidium","guajava",NA,"","kew-166741",TRUE,"1.1","Accepted","Myrtaceae","Psidium","","guajava","","L.","kew-166741",FALSE,FALSE
"369","Solanum","sisymbriifolium",NA,"","tro-29600144",TRUE,"1.1","Accepted","Solanaceae","Solanum","","sisymbriifolium","","Lam.","tro-29600144",FALSE,FALSE
"370","Solanum","crinitum",NA,"","tro-29601347",TRUE,"1.1","Accepted","Solanaceae","Solanum","","crinitum","","Lam.","tro-29601347",FALSE,FALSE
"371","Solanum","lycocarpum",NA,"","tro-29600117",TRUE,"1.1","Accepted","Solanaceae","Solanum","","lycocarpum","","A. St.-Hil.","tro-29600117",FALSE,FALSE
"372","Syagrus","rommanzofiana",NA,"","",FALSE,"1.1","","","Syagrus","","rommanzofiana","","","",FALSE,FALSE
"373","Sorbus","aucuparia",NA,"","rjp-68",TRUE,"1.1","Accepted","Rosaceae","Sorbus","","aucuparia","","L.","rjp-68",FALSE,FALSE
"374","Betula","pendula",NA,"","kew-21582",TRUE,"1.1","Accepted","Betulaceae","Betula","","pendula","","Roth","kew-21582",FALSE,FALSE
"375","Malus","sylvestris",NA,"","rjp-71",TRUE,"1.1","Accepted","Rosaceae","Malus","","sylvestris","","(L.) Mill.","rjp-71",FALSE,FALSE
"376","Ribes","uvacrispa",NA,"","kew-2426619",TRUE,"1.1","Accepted","Grossulariaceae","Ribes","","uva-crispa","","L.","kew-2426619",TRUE,FALSE
"377","Vaccinium","myrtillus",NA,"","kew-2457648",TRUE,"1.1","Accepted","Ericaceae","Vaccinium","","myrtillus","","L.","kew-2457648",FALSE,FALSE
"378","Vitis","vinifera",NA,"","kew-2457006",TRUE,"1.1","Accepted","Vitaceae","Vitis","","vinifera","","L.","kew-2457006",FALSE,FALSE
"379","Rubia","tenuifolia",NA,"","kew-180416",TRUE,"1.1","Accepted","Rubiaceae","Rubia","","tenuifolia","","d'Urv.","kew-180416",FALSE,FALSE
"380","Smilax","aspera",NA,"","kew-288512",TRUE,"1.1","Accepted","Smilacaceae","Smilax","","aspera","","L.","kew-288512",FALSE,FALSE
"381","Osyris","alba",NA,"","kew-2396411",TRUE,"1.1","Accepted","Santalaceae","Osyris","","alba","","L.","kew-2396411",FALSE,FALSE
"382","Pistacia","palaestina",NA,"","kew-2406990",TRUE,"1.1","Unresolved","Anacardiaceae","Pistacia","","palaestina","","Boiss.","kew-2406990",FALSE,FALSE
"383","Rhamnus","palaestinus",NA,"","",FALSE,"1.1","","","Rhamnus","","palaestinus","","","",FALSE,FALSE
"384","Apeiba","aspera",NA,"","kew-2643235",TRUE,"1.1","Synonym","Malvaceae","Apeiba","","glabra","","Aubl.","kew-2643243",FALSE,FALSE
"385","Castilla","ulei",NA,"","kew-2704826",TRUE,"1.1","Accepted","Moraceae","Castilla","","ulei","","Warb.","kew-2704826",FALSE,FALSE
"386","Cecropia","sciandophylla",NA,"","kew-2707133",TRUE,"1.1","Accepted","Urticaceae","Cecropia","","sciadophylla","","Mart.","kew-2707133",TRUE,FALSE
"387","Crepidospermum","rhoifolium",NA,"","kew-2742731",TRUE,"1.1","Accepted","Burseraceae","Crepidospermum","","rhoifolium","","(Benth.) Triana & Planch.","kew-2742731",FALSE,FALSE
"388","Ficus","insipida",NA,"","kew-2810868",TRUE,"1.1","Accepted","Moraceae","Ficus","","insipida","","Willd.","kew-2810868",FALSE,FALSE
"389","Ficus","nymphaeifolia",NA,"","kew-2811495",TRUE,"1.1","Accepted","Moraceae","Ficus","","nymphaeifolia","","Mill.","kew-2811495",FALSE,FALSE
"390","Gustavia","hexapetala",NA,"","kew-314025",TRUE,"1.1","Accepted","Lecythidaceae","Gustavia","","hexapetala","","(Aubl.) Sm.","kew-314025",FALSE,FALSE
"391","Helicostylis","tomentosa",NA,"","kew-2843149",TRUE,"1.1","Accepted","Moraceae","Helicostylis","","tomentosa","","(Poepp. & Endl.) J.F.Macbr.","kew-2843149",FALSE,FALSE
"392","Hyeronima","alchorneoides",NA,"","",FALSE,"1.1","","","Hyeronima","","alchorneoides","","","",FALSE,FALSE
"393","Inga","alba",NA,"","ild-19794",TRUE,"1.1","Accepted","Leguminosae","Inga","","alba","","(Sw.) Willd.","ild-19794",FALSE,FALSE
"394","Inga","edulis",NA,"","ild-221",TRUE,"1.1","Accepted","Leguminosae","Inga","","edulis","","Mart.","ild-221",FALSE,FALSE
"395","Pourouma","bicolor",NA,"","kew-2408642",TRUE,"1.1","Accepted","Urticaceae","Pourouma","","bicolor","","Mart.","kew-2408642",FALSE,FALSE
"396","Protium","sagotianum",NA,"","kew-2414348",TRUE,"1.1","Accepted","Burseraceae","Protium","","sagotianum","","Marchand","kew-2414348",FALSE,FALSE
"397","Pseudolmedia","laevigata",NA,"","kew-2547524",TRUE,"1.1","Accepted","Moraceae","Pseudolmedia","","laevigata","","Trécul","kew-2547524",FALSE,FALSE
"398","Sarcaulus","brasiliensis",NA,"","kew-184850",TRUE,"1.1","Accepted","Sapotaceae","Sarcaulus","","brasiliensis","","(A.DC.) Eyma","kew-184850",FALSE,FALSE
"399","Simarouba","amara",NA,"","kew-2580434",TRUE,"1.1","Accepted","Simaroubaceae","Simarouba","","amara","","Aubl.","kew-2580434",FALSE,FALSE
"400","Aliberia","handrantha",NA,"","",FALSE,"1.1","","","Aliberia","","handrantha","","","",FALSE,FALSE
"401","Brosimum","lactescens",NA,"","kew-2683611",TRUE,"1.1","Accepted","Moraceae","Brosimum","","lactescens","","(S.Moore) C.C.Berg","kew-2683611",FALSE,FALSE
"402","Brsoimum","alicastrum",NA,"","",FALSE,"1.1","","","Brsoimum","","alicastrum","","","",FALSE,FALSE
"403","Castilla","ulei",NA,"","kew-2704826",TRUE,"1.1","Accepted","Moraceae","Castilla","","ulei","","Warb.","kew-2704826",FALSE,FALSE
"404","Coussapoa","orthoneura",NA,"","kew-2740675",TRUE,"1.1","Accepted","Urticaceae","Coussapoa","","orthoneura","","Standl.","kew-2740675",FALSE,FALSE
"405","Ficus","pertusa",NA,"","kew-2811707",TRUE,"1.1","Accepted","Moraceae","Ficus","","pertusa","","L.f.","kew-2811707",FALSE,FALSE
"406","Inga","edulis",NA,"","ild-221",TRUE,"1.1","Accepted","Leguminosae","Inga","","edulis","","Mart.","ild-221",FALSE,FALSE
"407","Jacaratia","digitata",NA,"","kew-2332946",TRUE,"1.1","Accepted","Caricaceae","Jacaratia","","digitata","","(Poepp. & Endl.) Solms","kew-2332946",FALSE,FALSE
"408","Leonia","crassa",NA,"","kew-2497295",TRUE,"1.1","Accepted","Violaceae","Leonia","","crassa","","L.B.Sm. & A.Fernández","kew-2497295",FALSE,FALSE
"409","Oenocarpus","bataua",NA,"","kew-138049",TRUE,"1.1","Accepted","Arecaceae","Oenocarpus","","bataua","","Mart.","kew-138049",FALSE,FALSE
"410","Protium","crenatum",NA,"","kew-2412232",TRUE,"1.1","Accepted","Burseraceae","Protium","","crenatum","","Sandwith","kew-2412232",FALSE,FALSE
"411","Protium","sagotianum",NA,"","kew-2414348",TRUE,"1.1","Accepted","Burseraceae","Protium","","sagotianum","","Marchand","kew-2414348",FALSE,FALSE
"412","Simarouba","amara",NA,"","kew-2580434",TRUE,"1.1","Accepted","Simaroubaceae","Simarouba","","amara","","Aubl.","kew-2580434",FALSE,FALSE
"413","Trichilia","tuberculata",NA,"","tro-20400612",TRUE,"1.1","Accepted","Meliaceae","Trichilia","","tuberculata","","(Triana & Planch.) C. DC.","tro-20400612",FALSE,FALSE
"414","Trichostigma","octandrum",NA,"","kew-2516510",TRUE,"1.1","Accepted","Phytolaccaceae","Trichostigma","","octandrum","","(L.) H.Walter","kew-2516510",FALSE,FALSE
"415","Castilla","ulei",NA,"","kew-2704826",TRUE,"1.1","Accepted","Moraceae","Castilla","","ulei","","Warb.","kew-2704826",FALSE,FALSE
"416","Coccoloba","densifrons",NA,"","kew-2729239",TRUE,"1.1","Accepted","Polygonaceae","Coccoloba","","densifrons","","Mart. ex Meisn.","kew-2729239",FALSE,FALSE
"417","Ficus","insipida",NA,"","kew-2810868",TRUE,"1.1","Accepted","Moraceae","Ficus","","insipida","","Willd.","kew-2810868",FALSE,FALSE
"418","Inga","acreana",NA,"","ild-11615",TRUE,"1.1","Accepted","Leguminosae","Inga","","acreana","","Harms","ild-11615",FALSE,FALSE
"419","Inga","cylindrica",NA,"","ild-19799",TRUE,"1.1","Accepted","Leguminosae","Inga","","cylindrica","","(Vell.) Mart.","ild-19799",FALSE,FALSE
"420","Guapira","cuspidata",NA,"","kew-2833844",TRUE,"1.1","Accepted","Nyctaginaceae","Guapira","","cuspidata","","(Heimerl) Lundell","kew-2833844",FALSE,FALSE
"421","Pseudomedia","laevis",NA,"","",FALSE,"1.1","","","Pseudomedia","","laevis","","","",FALSE,FALSE
"422","Arum","hygrophilum",NA,"","kew-16171",TRUE,"1.1","Accepted","Araceae","Arum","","hygrophilum","","Boiss.","kew-16171",FALSE,FALSE
"423","Asparagus","aphyllus",NA,"","kew-274949",TRUE,"1.1","Accepted","Asparagaceae","Asparagus","","aphyllus","","L.","kew-274949",FALSE,FALSE
"424","Ephedra","campylopoda",NA,"","kew-332892",TRUE,"1.1","Synonym","Ephedraceae","Ephedra","","foeminea","","Forssk.","kew-332925",FALSE,FALSE
"425","Morus","nigra",NA,"","kew-2501426",TRUE,"1.1","Accepted","Moraceae","Morus","","nigra","","L.","kew-2501426",FALSE,FALSE
"426","Morus","alba",NA,"","kew-2501381",TRUE,"1.1","Accepted","Moraceae","Morus","","alba","","L.","kew-2501381",FALSE,FALSE
"427","Myrtas","communis",NA,"","",FALSE,"1.1","","","Myrtas","","communis","","","",FALSE,FALSE
"428","Rhamnus","alaternus",NA,"","kew-2525844",TRUE,"1.1","Accepted","Rhamnaceae","Rhamnus","","alaternus","","L.","kew-2525844",FALSE,FALSE
"429","Rhamnus","palaestinus",NA,"","",FALSE,"1.1","","","Rhamnus","","palaestinus","","","",FALSE,FALSE
"430","Rubia","tenuifolia",NA,"","kew-180416",TRUE,"1.1","Accepted","Rubiaceae","Rubia","","tenuifolia","","d'Urv.","kew-180416",FALSE,FALSE
"431","Rubas","sanctus",NA,"","",FALSE,"1.1","","","Rubas","","sanctus","","","",FALSE,FALSE
"432","Smilax","aspera",NA,"","kew-288512",TRUE,"1.1","Accepted","Smilacaceae","Smilax","","aspera","","L.","kew-288512",FALSE,FALSE
"433","Tamus","communis",NA,"","kew-267905",TRUE,"1.1","Synonym","Dioscoreaceae","Dioscorea","","communis","","(L.) Caddick & Wilkin","kew-239990",FALSE,FALSE
"434","Tamus","orientalis",NA,"","kew-267916",TRUE,"1.1","Synonym","Dioscoreaceae","Dioscorea","","orientalis","","(J.Thiébaut) Caddick & Wilkin","kew-240607",FALSE,FALSE
"435","Viscum","cruciatum",NA,"","kew-2461883",TRUE,"1.1","Accepted","Santalaceae","Viscum","","cruciatum","","Sieber ex Boiss.","kew-2461883",FALSE,FALSE
"436","Coprosma","propinqua",NA,"","kew-46903",TRUE,"1.1","Accepted","Rubiaceae","Coprosma","","propinqua","","A.Cunn.","kew-46903",FALSE,FALSE
"437","Morus","nigra",NA,"","kew-2501426",TRUE,"1.1","Accepted","Moraceae","Morus","","nigra","","L.","kew-2501426",FALSE,FALSE
"438","Solanum","luteum",NA,"","tro-29602606",TRUE,"1.1","Accepted","Solanaceae","Solanum","","luteum","","Mill.","tro-29602606",FALSE,FALSE
"439","Balanites","wilsoniana",NA,"","kew-19487",TRUE,"1.1","Accepted","Zygophyllaceae","Balanites","","wilsoniana","","Dawe & Sprague","kew-19487",FALSE,FALSE
"440","Anonidium","mannii",NA,"","kew-2641336",TRUE,"1.1","Accepted","Annonaceae","Anonidium","","mannii","","(Oliv.) Engl. & Diels","kew-2641336",FALSE,FALSE
"441","Antrocaryon","micraster",NA,"","kew-2643077",TRUE,"1.1","Accepted","Anacardiaceae","Antrocaryon","","micraster","","A.Chev. & Guillaumin","kew-2643077",FALSE,FALSE
"442","Detarium","macrocarpa",NA,"","ild-1281",TRUE,"1.1","Accepted","Leguminosae","Detarium","","macrocarpum","","Harms","ild-1281",TRUE,FALSE
"443","Dovyalis","zenkeri",NA,"","kew-4776142",TRUE,"1.1","Accepted","Salicaceae","Dovyalis","","zenkeri","","Gilg","kew-4776142",FALSE,FALSE
"444","Duboscia","viridiflora",NA,"","kew-2778808",TRUE,"1.1","Accepted","Malvaceae","Duboscia","","viridiflora","","(K.Schum.) Mildbr.","kew-2778808",FALSE,FALSE
"445","Irvingia","gabonensis",NA,"","kew-2866788",TRUE,"1.1","Accepted","Irvingiaceae","Irvingia","","gabonensis","","(Aubry-Lecomte ex O'Rorke) Baill.","kew-2866788",FALSE,FALSE
"446","Irvingia","grandifolia",NA,"","kew-2866792",TRUE,"1.1","Accepted","Irvingiaceae","Irvingia","","grandifolia","","(Engl.) Engl.","kew-2866792",FALSE,FALSE
"447","Klainedoxa","gabonensis",NA,"","kew-2336483",TRUE,"1.1","Accepted","Irvingiaceae","Klainedoxa","","gabonensis","","Pierre","kew-2336483",FALSE,FALSE
"448","Mammea","africana",NA,"","kew-2369968",TRUE,"1.1","Accepted","Calophyllaceae","Mammea","","africana","","Sabine","kew-2369968",FALSE,FALSE
"449","Myrianthus","arboreus",NA,"","kew-2369488",TRUE,"1.1","Accepted","Urticaceae","Myrianthus","","arboreus","","P.Beauv.","kew-2369488",FALSE,FALSE
"450","Omphalocarpu","elatum",NA,"","",FALSE,"1.1","","","Omphalocarpu","","elatum","","","",FALSE,FALSE
"451","Strychnos","aculeata",NA,"","kew-2598055",TRUE,"1.1","Accepted","Loganiaceae","Strychnos","","aculeata","","Soler.","kew-2598055",FALSE,FALSE
"452","Panda","oleosa",NA,"","kew-146837",TRUE,"1.1","Accepted","Pandaceae","Panda","","oleosa","","Pierre","kew-146837",FALSE,FALSE
"453","Poga","oleaosa",NA,"","tro-27600192",TRUE,"1.1","Accepted","Anisophylleaceae","Poga","","oleosa","","Pierre","tro-27600192",FALSE,FALSE
"454","Prosopis","nigra",NA,"","ild-20362",TRUE,"1.1","Accepted","Leguminosae","Prosopis","","nigra","","Hieron.","ild-20362",FALSE,FALSE
"455","Acacia","caven",NA,"","ild-24882",TRUE,"1.1","Accepted","Leguminosae","Acacia","","caven","","(Molina) Molina","ild-24882",FALSE,FALSE
"456","Corema","album",NA,"","kew-2737495",TRUE,"1.1","Accepted","Ericaceae","Corema","","album","","(L.) D.Don","kew-2737495",FALSE,FALSE
"457","Maesopsis","eminii",NA,"","kew-2509037",TRUE,"1.1","Accepted","Rhamnaceae","Maesopsis","","eminii","","Engl.","kew-2509037",FALSE,FALSE
"458","Sorbus","commixta",NA,"","rjp-1353",TRUE,"1.1","Accepted","Rosaceae","Sorbus","","commixta","","Hedl.","rjp-1353",FALSE,FALSE
"459","Thrinax","morrissii",NA,"","kew-203977",TRUE,"1.1","Synonym","Arecaceae","Leucothrinax","","morrisii","","(H.Wendl.) C.Lewis & Zona","kew-351387",TRUE,FALSE
"460","Serenoa","repens",NA,"","kew-190787",TRUE,"1.1","Accepted","Arecaceae","Serenoa","","repens","","(W.Bartram) Small","kew-190787",FALSE,FALSE
"461","Byrsonima","lucida",NA,"","kew-2688298",TRUE,"1.1","Accepted","Malpighiaceae","Byrsonima","","lucida","","(Mill.) DC.","kew-2688298",FALSE,FALSE
"462","Prunus","sargentii",NA,"","rjp-19833",TRUE,"1.1","Accepted","Rosaceae","Prunus","","sargentii","","Rehder","rjp-19833",FALSE,FALSE
"463","Prunus","ssiori",NA,"","rjp-15933",TRUE,"1.1","Accepted","Rosaceae","Prunus","","ssiori","","F.Schmidt","rjp-15933",FALSE,FALSE
"464","Ficus","thunbergii",NA,"","kew-2812563",TRUE,"1.1","Accepted","Moraceae","Ficus","","thunbergii","","Maxim.","kew-2812563",FALSE,FALSE
"465","Eurya","japonica",NA,"","kew-2804885",TRUE,"1.1","Accepted","Pentaphylacaceae","Eurya","","japonica","","Thunb.","kew-2804885",FALSE,FALSE
"466","Vaccinium","bracteatum",NA,"","tro-12304497",TRUE,"1.1","Accepted","Ericaceae","Vaccinium","","bracteatum","","Thunb.","tro-12304497",FALSE,FALSE
"467","Psychotria","serpens",NA,"","kew-169678",TRUE,"1.1","Accepted","Rubiaceae","Psychotria","","serpens","","L.","kew-169678",FALSE,FALSE
"468","Myrsine","seguinii",NA,"","tro-22002104",TRUE,"1.1","Accepted","Primulaceae","Myrsine","","seguinii","","H. Lév.","tro-22002104",FALSE,FALSE
"469","Diospyros","morrisiana",NA,"","kew-2770182",TRUE,"1.1","Accepted","Ebenaceae","Diospyros","","morrisiana","","Hance","kew-2770182",FALSE,FALSE
"470","Neolitsea","sericea",NA,"","tro-17805852",TRUE,"1.1","Accepted","Lauraceae","Neolitsea","","sericea","","(Blume) Koidz.","tro-17805852",FALSE,FALSE
"471","Eurya","emarginata",NA,"","kew-2804828",TRUE,"1.1","Accepted","Pentaphylacaceae","Eurya","","emarginata","","(Thunb.) Makino","kew-2804828",FALSE,FALSE
"472","Acacia","collinsii",NA,"","ild-28174",TRUE,"1.1","Accepted","Leguminosae","Acacia","","collinsii","","Saff.","ild-28174",FALSE,FALSE
"473","Billardiera","fusiformis",NA,"","kew-2675971",TRUE,"1.1","Accepted","Pittosporaceae","Billardiera","","fusiformis","","Labill.","kew-2675971",FALSE,FALSE
"474","Rubia","fruticosa",NA,"","kew-180273",TRUE,"1.1","Accepted","Rubiaceae","Rubia","","fruticosa","","Aiton","kew-180273",FALSE,FALSE
"475","Rubia","fruticosa",NA,"","kew-180273",TRUE,"1.1","Accepted","Rubiaceae","Rubia","","fruticosa","","Aiton","kew-180273",FALSE,FALSE
"476","Ficus","microcarpa",NA,"","kew-2811321",TRUE,"1.1","Accepted","Moraceae","Ficus","","microcarpa","","L.f.","kew-2811321",FALSE,FALSE
"477","Ficus","erecta",NA,"","kew-2810338",TRUE,"1.1","Accepted","Moraceae","Ficus","","erecta","","Thunb.","kew-2810338",FALSE,FALSE
"478","Ficus","septica",NA,"","kew-2812275",TRUE,"1.1","Accepted","Moraceae","Ficus","","septica","","Burm.f.","kew-2812275",FALSE,FALSE
"479","Ficus","benguetensis",NA,"","kew-2809654",TRUE,"1.1","Accepted","Moraceae","Ficus","","benguetensis","","Merr.","kew-2809654",FALSE,FALSE
"480","Ficus","superba",NA,"","kew-2812491",TRUE,"1.1","Accepted","Moraceae","Ficus","","superba","","Miq.","kew-2812491",FALSE,FALSE
"481","Ficus","virgata",NA,"","kew-2812789",TRUE,"1.1","Accepted","Moraceae","Ficus","","virgata","","Reinw. ex Blume","kew-2812789",FALSE,FALSE
"482","Morus","australis",NA,"","tro-21301962",TRUE,"1.1","Accepted","Moraceae","Morus","","australis","","Poir.","tro-21301962",FALSE,FALSE
"483","Acitnidia","ruga",NA,"","",FALSE,"1.1","","","Acitnidia","","ruga","","","",FALSE,FALSE
"484","Calophyllum","inophyllum",NA,"","kew-2693350",TRUE,"1.1","Accepted","Clusiaceae","Calophyllum","","inophyllum","","L.","kew-2693350",FALSE,FALSE
"485","Elaeagnus","glabra",NA,"","kew-2785071",TRUE,"1.1","Accepted","Elaeagnaceae","Elaeagnus","","glabra","","Thunb.","kew-2785071",FALSE,FALSE
"486","Terminalia","catappa",NA,"","kew-2431102",TRUE,"1.1","Accepted","Combretaceae","Terminalia","","catappa","","L.","kew-2431102",FALSE,FALSE
"487","Turraea","holstii",NA,"","kew-2515254",TRUE,"1.1","Accepted","Meliaceae","Turraea","","holstii","","Gürke","kew-2515254",FALSE,FALSE
"488","Xymalos","monospora",NA,"","kew-2467226",TRUE,"1.1","Accepted","Monimiaceae","Xymalos","","monospora","","(Harv.) Baill.","kew-2467226",FALSE,FALSE
"489","Psychotria","lauracea",NA,"","kew-168539",TRUE,"1.1","Accepted","Rubiaceae","Psychotria","","lauracea","","(K.Schum.) E.M.A.Petit","kew-168539",FALSE,FALSE
"490","Leptonychia","usambarensis",NA,"","tro-30401614",TRUE,"1.1","Accepted","Malvaceae","Leptonychia","","usambarensis","","K. Schum.","tro-30401614",FALSE,FALSE
"491","Xymalos","monospora",NA,"","kew-2467226",TRUE,"1.1","Accepted","Monimiaceae","Xymalos","","monospora","","(Harv.) Baill.","kew-2467226",FALSE,FALSE
"492","Annona","cherimola",NA,"","kew-2640812",TRUE,"1.1","Accepted","Annonaceae","Annona","","cherimola","","Mill.","kew-2640812",FALSE,FALSE
"493","Arctostaphylos","glauca",NA,"","kew-2647217",TRUE,"1.1","Accepted","Ericaceae","Arctostaphylos","","glauca","","Lindl.","kew-2647217",FALSE,FALSE
"494","Arctostaphylos.","sp.",NA,"","",FALSE,"1.1","","","Arctostaphylos.","","sp.","","","",FALSE,FALSE
"495","Cucumis.","sp.",NA,"","",FALSE,"1.1","","","Cucumis.","","sp.","","","",FALSE,FALSE
"496","Ficus.","sp.",NA,"","",FALSE,"1.1","","","Ficus.","","sp.","","","",FALSE,FALSE
"497","Gragaria.","sp.",NA,"","",FALSE,"1.1","","","Gragaria.","","sp.","","","",FALSE,FALSE
"498","Heteromeles","arbutifolia",NA,"","rjp-24374",TRUE,"1.1","Unresolved","Rosaceae","Heteromeles","","arbutifolia","","Greene","rjp-24374",FALSE,FALSE
"499","Lycopersicon","esculentum",NA,"","tro-29602513",TRUE,"1.1","Accepted","Solanaceae","Lycopersicon","","esculentum","","Mill.","tro-29602513",FALSE,FALSE
"500","Opuntia","littoralis",NA,"","tro-5100617",TRUE,"1.1","Accepted","Cactaceae","Opuntia","","littoralis","","(Engelm.) Cockerell","tro-5100617",FALSE,FALSE
"501","Panicum","miliaceum",NA,"","kew-429269",TRUE,"1.1","Accepted","Poaceae","Panicum","","miliaceum","","L.","kew-429269",FALSE,FALSE
"502","Phoenix","sp.",NA,"","",FALSE,"1.1","","","Phoenix","","sp.","","","",FALSE,FALSE
"503","Prosopis","glandulosa",NA,"","ild-154",TRUE,"1.1","Accepted","Leguminosae","Prosopis","","glandulosa","","Torr.","ild-154",FALSE,FALSE
"504","Prunus","ilicifolia",NA,"","rjp-5902",TRUE,"1.1","Accepted","Rosaceae","Prunus","","ilicifolia","","(Nutt. ex Hook. & Arn.) D.Dietr.","rjp-5902",FALSE,FALSE
